lat,lng,class,lswi,ci,evi,mndwi,ndbi,ndwi,savi,ndvi,ndpi,wetness,wwi
599033.7411,2700562.035,vegetation,0.18017538,0.4620106,-3.5343802,-0.15445322,-0.18017538,0.18017538,0.55195653,0.36797914,-0.042262085,0.33684576,0.49129894
604638.7669,2698567.618,vegetation,0.025343627,0.5626561,-2.8164618,-0.22878982,-0.025343627,0.025343627,0.41979834,0.27987215,-0.031365532,0.17620632,0.40499613
606301.5071,2696701.586,vegetation,0.1438353,0.5503308,-1.6715466,-0.108997546,-0.1438353,0.1438353,0.43505982,0.29004726,-0.048953664,0.2855407,0.39453825
605238.5065,2695049.917,vegetation,0.17973928,0.5106779,-2.0228868,-0.10331798,-0.17973928,0.17973928,0.4858515,0.32390898,-0.048370928,0.31208202,0.4154
563097.0155,2707867.97,vegetation,0.21279271,0.4464818,-3.2761927,-0.1314021,-0.21279271,0.21279271,0.5739849,0.3826652,-0.046432335,0.3662639,0.497666
564585.195,2711318.357,vegetation,0.15559581,0.58622193,-1.0493882,-0.057340894,-0.15559581,0.15559581,0.3912757,0.26085764,-0.059415277,0.26992202,0.3272629
561729.2936,2709427.141,vegetation,0.18308403,0.47649473,-2.54296,-0.13041563,-0.18308403,0.18308403,0.5318272,0.35455954,-0.04665339,0.33768162,0.46809724
561637.6717,2713966.021,vegetation,0.120305896,0.53323275,-2.3782675,-0.15781109,-0.120305896,0.120305896,0.4566394,0.3044334,-0.045279846,0.2691624,0.42697346
561770.1219,2716392.785,vegetation,0.11013707,0.49106604,-3.3707118,-0.2038191,-0.11013707,0.11013707,0.51197183,0.3413222,-0.04190603,0.2639993,0.4678184
562412.2286,2716865.226,vegetation,0.20317605,0.43864855,-3.7662063,-0.14674686,-0.20317605,0.20317605,0.58527756,0.39019358,-0.040103335,0.36004466,0.50679153
565764.5045,2719385.092,vegetation,0.1312389,0.5330192,-2.1138184,-0.14417912,-0.1312389,0.1312389,0.456912,0.3046151,-0.048823737,0.284928,0.4291071
565039.0061,2721494.839,vegetation,0.16074225,0.5680759,-1.1906587,-0.07046005,-0.16074225,0.16074225,0.41316193,0.27544847,-0.0605078,0.28577438,0.3562344
563670.9171,2723366.874,vegetation,0.1652663,0.45915103,-3.3750684,-0.17101419,-0.1652663,0.1652663,0.55597806,0.37066,-0.04425406,0.3314133,0.5024275
561247.0687,2721399.385,vegetation,0.2021317,0.48490605,-2.0379753,-0.10000583,-0.2021317,0.2021317,0.5203175,0.34688655,-0.054405097,0.35136935,0.4513752
562028.5712,2722655.076,vegetation,0.16654408,0.61142135,-0.87140954,-0.025137318,-0.16654408,0.16654408,0.36170036,0.2411403,-0.06321411,0.27704605,0.3021834
562028.5712,2722655.076,vegetation,0.16654408,0.61142135,-0.87140954,-0.025137318,-0.16654408,0.16654408,0.36170036,0.2411403,-0.06321411,0.27704605,0.3021834
562962.213,2721876.62,vegetation,0.16692741,0.48069447,-2.947869,-0.14967345,-0.16692741,0.16692741,0.5260644,0.35071754,-0.043995388,0.31453496,0.46420842
